Rank,Name,Ticker,Market cap,Price,Circulating supply,id
17,Polygon,MATIC,5859970334.630797,0.7881780067818226,7814866567,matic-network
76,OKB,OKB,4424147951.909401,17.256041712800414,60000000,okb
29,ApeCoin,APE,1581187025.8913982,5.0379929828103105,284843750,apecoin
25,Uniswap,UNI,3198136658.43187,7.018483200631411,690503674,uniswap
43,Axie Infinity,AXS,1274133691.640161,14.215112664402985,60907500,axie-infinity
40,The Sandbox,SAND,1487418010.6391487,1.0433118194430921,1158437853,the-sandbox
34,Decentraland,MANA,1512622730.1610913,0.8363495716921434,1842479469,decentraland
42,Fantom,FTM,756628475.9512293,0.29815767191333825,2545006273,fantom
44,PancakeSwap,CAKE,610529158.4520652,3.734659667461271,288117757,pancakeswap-token
60,The Graph,GRT,761663653.5898438,0.10298408555805531,4715735200,the-graph
50,Aave,AAVE,1158174359.4993453,82.94655674704008,13684333,aave
52,STEPN,GMT,481003522.11196935,0.8022790645554587,600000000,stepn
127,Frax Share,FXS,458071761.43323845,6.392882641281128,16209405,frax-share
58,Maker,MKR,745141538.1609789,826.0519058038752,977631,maker
62,Convex Finance,CVX,335713451.75283104,5.0333558765923145,58375830,convex-finance
71,Gala,GALA,392400258.2014756,0.052158697582076724,6977205436,gala
72,Nexo,NEXO,484862555.3137345,0.8659573045464286,560000011,nexo
102,Synthetix,SNX,643466558.8324287,2.7516300914306138,114841533,havven
215,BitDAO,BIT,483975707.62999004,0.4638228107699496,586278943,bitdao
75,Curve DAO Token,CRV,391513664.5248102,1.000443634711451,460592650,curve-dao-token
124,Celsius,CEL,1080914722.469925,2.5600280667212827,238863520,celsius-degree-token
234,Lido DAO,LDO,1074059063.1601918,1.8633480990621067,103760882,lido-dao
96,Audius,AUDIO,246548472.04279786,0.30174888625848023,620805326,audius
101,0x,ZRX,257124188.86321822,0.30364541619199503,847496055,0x
99,XDC Network,XDC,442506031.7167664,0.03205426735764605,12305012699,xdce-crowd-sale
217,NXM,NXM,343440475.84419096,50.669983092156464,6606485,nxm
135,SushiSwap,SUSHI,224837430.16573995,1.1691281621073717,127244443,sushi
104,yearn.finance,YFI,269075219.3970709,8545.665192144732,36638,yearn-finance
120,Livepeer,LPT,261142507.4733176,10.004042575118445,21164655,livepeer
112,Serum,SRM,312611508.2552391,0.8385572331018918,263244669,serum
