price_usd
142.18233327497873
174.23837318258896
160.6736108617405
183.33693755210257
223.30077697426225
263.8999463915962
260.99654013152536
218.34835692985286
237.38079020191347
123.030844108903
131.94321845316688
131.42405214081145
144.200802681986
158.32787794181905
187.14354411560592
194.11423682570447
213.94301121407548
210.4318181376063
200.58339090310048
206.4112069583191
242.70977026782677
242.02164036721499
238.29362910089247
228.8691487972198
221.0260852973422
229.09471646218861
239.10202554671358
235.6811447764246
305.0381394111965
387.94242117124685
391.47843864211467
432.6546652389318
395.88501828908585
399.374543834064
334.46859301354317
387.72351629002264
385.4721234936851
354.2615819143104
345.99246319342933
370.4718109734285
368.6504703636898
411.95921775305027
385.8445887975079
435.4183540833094
462.7183970607933
548.842116249849
537.3926120944484
595.9194139680376
568.3587534073821
659.3188076372094
636.7423171944997
777.6960653039432
1282.979575527323
1234.6318700828049
1231.176379704471
1372.427228964234
1683.941297865053
1810.8425457323726
1929.367692879665
1480.1295768477528
1661.9279698998157
1927.7207203999014
1817.8601431294944
1713.8378756834459
2016.6672472930366
2142.7960653929085
2345.266962776132
2212.8437976342047
2944.9169473185057
3912.7429165968124
3659.9218442136184
2306.371266867117
2294.626285512794
2624.7689150594238
2379.991747950219
2176.308536317709
1817.047665540675
2228.532398568573
2123.0585974934124
1899.8427500663568
2183.627414557696
2541.674599365905
3151.2175169176753
3268.5481770314927
3224.0004601521537
3245.430222387629
3894.937511605067
3268.1041621348804
3427.58426153173
2946.9708461401983
3393.9242492696653
3588.0809215501645
3854.498461449342
4179.44229816945
4324.6099257118785
4527.104154150622
4666.498498194288
4436.192766930451
4084.0884856959556
4101.656791810778
4079.814930569866
3966.4253516705508
4110.571870853741
3780.315874327848
3101.0409016141402
3331.246655159985
2407.377851608285
2603.603872339056
3018.6733981571506
2918.0853674291184
2768.9716520348597
2785.3389569017427
2668.70597865687
2579.4581356883637
2947.226158224087
3140.8757105064406
3440.3362384891684
3265.938067729151
3066.3580141449797
2940.6879777714407
2738.1741359527714
2641.229106940243
2064.229357512243
1978.1471325624789
1798.6948545788846
1804.2616695112486
1530.0386174317211
995.2525692707909
1244.2862044953927
1068.5415025999594
1216.8497068484603
1355.04564021949
1552.4964891908746
1696.7850982136515
1693.2965918360276
1982.4118280514233
1579.4157230953704
1496.0554659420902
1555.6740772078124
1779.5190288833046
1471.2039553630448
1318.099347021849
1311.2633244162857
1315.857799905668
1275.6937773947975
1313.767778723105
1619.4295836277443
1626.8064304933644
1255.6010507578437
1218.8936571112463
1205.6579602157142
1243.0408423289737
1264.7922793495136
1189.4275215641987
1221.3595303484499
1196.6130648084502
1264.8369433837202
1549.111474081304
1625.9093109886562
1573.0634394330648
1667.2716925637008
1541.9688769412712
1692.518962831222
1593.9519737908456
1568.4956010562191
1474.40324440156
1769.4253269123851
1753.982636507409
1823.0003798253083
1851.0506710706206
2093.166331331955
1877.5413280611456
1905.2738522732104
1900.410599025731
1797.1994701376498
1818.9695295035847
1830.3066513168976
1892.0781764647577
1754.6732284106363
1726.3728097349979
1875.0599619284883
1924.5672408676514
1864.8685919146383
1931.389384157173
1858.3111958083061
1880.9180765299413
1835.0705778421902
1848.505238656101
1669.233454808334
1645.9049996794286
1636.1621989563407
