Rank,Name,Ticker,Market cap,Price,Circulating supply,id
14,Polygon,MATIC,15351245540.726986,2.2317058838061525,7081682963,matic-network
19,Uniswap,UNI,7079436114.854531,15.6035029794557,627966357,uniswap
27,Decentraland,MANA,4569894991.495864,3.4476896628024636,1824564935,decentraland
29,Axie Infinity,AXS,6539904407.7187605,96.27654083107892,60907500,axie-infinity
38,The Sandbox,SAND,4750417559.993594,5.205662907082688,915364619,the-sandbox
42,Fantom,FTM,3610381964.365974,1.422670967758666,2545006273,fantom
47,PancakeSwap,CAKE,3164247725.2894397,12.654286977712125,250887055,pancakeswap-token
49,Gala,GALA,3481067627.5408087,0.46220174069645303,6977205436,gala
50,The Graph,GRT,3192257745.2496023,0.6082238168176431,4715735200,the-graph
57,Aave,AAVE,2590178835.0823016,192.72522593930148,13441197,aave
58,Maker,MKR,2231940202.391633,2476.5984767707287,987418,maker
67,OKB,OKB,8182201331.855146,31.118663566794623,60000000,okb
68,Curve DAO Token,CRV,1771227507.8691864,4.518906618628102,437140487,curve-dao-token
81,Nexo,NEXO,1305674761.1937478,2.3287182005687694,560000011,nexo
83,yearn.finance,YFI,1114702870.4813328,31208.4843578434,36638,yearn-finance
89,1inch Network,1INCH,1041049337.3441956,2.4735163479864193,421880281,1inch
90,XDC Network,XDC,1045207637.6059768,0.08602579388374684,12305012699,xdce-crowd-sale
93,Celsius,CEL,1600485650.8535905,3.7853348608963087,238863520,celsius-degree-token
97,Immutable X,IMX,869267193.4331847,4.620536383876651,188160768,immutable-x
101,Ankr,ANKR,844496769.7372961,0.10366335285938572,8162899378,ankr
105,Audius,AUDIO,721552082.8781892,1.4163096517273546,509912301,audius
109,Livepeer,LPT,896028316.6801611,36.38610906736132,21164655,livepeer
110,Bancor,BNT,753046138.8728435,3.2621074917269763,230792881,bancor
114,Perpetual Protocol,PERP,562530994.060453,9.443801472298956,71325000,perpetual-protocol
115,SushiSwap,SUSHI,1078496071.5997818,5.598547248944337,127244443,sushi
116,Gnosis,GNO,843563725.6482614,452.2870837109141,1504587,gnosis
117,0x,ZRX,666416694.6505831,0.7863910719677162,847496055,0x
119,SwissBorg,CHSB,571047011.2716031,0.5997074518454815,1000000000,swissborg
122,Synthetix,SNX,1003644592.3110954,5.19239914295555,114841533,havven
125,UMA,UMA,571809207.6471678,8.978688609347442,64613975,uma
132,dYdX,DYDX,550427586.2745674,8.135433403553245,65569295,dydx
138,Ocean Protocol,OCEAN,342494817.72998047,0.7887148853105885,613099141,ocean-protocol
141,Polymath,POLY,456372815.17245585,0.5064769504947094,898550830,polymath
142,Serum,SRM,467142248.859394,3.5079634120380905,133231781,serum
150,WOO Network,WOO,645645136.793678,0.7403971112887666,574262536,woo-network
153,Reserve Rights,RSR,415906002.81686,0.03145987500473982,13159997677,reserve-rights-token
155,Request,REQ,303311612.8840752,0.3932922623472475,999877116,request-network
157,Injective Protocol,INJ,355506473.58523685,8.14477031384531,43655553,injective-protocol
160,Fetch.ai,FET,329475513.63418293,0.47791528812489437,746113681,fetch-ai
163,Chromia,CHR,329469163.8716273,0.5826228403227421,567369439,chromaway
169,Reef,REEF,278929600.5519547,0.017081126106653945,16297552172,reef
176,Swipe,SXP,286055741.57956916,1.4847139185866878,192768789,swipe
183,Status,SNT,285067573.8356264,0.07330608227987663,3470483788,status
188,NKN,NKN,228408613.18031576,0.351163332101365,700000000,nkn
189,Divi,DIVI,236715475.6553605,0.08937876662185448,2651063642,divi
190,Origin Protocol,OGN,239129711.06384724,0.605174851152774,388570733,origin-protocol
194,Phantasma,SOUL,239747965.26992953,2.3283162988258153,103158489,phantasma
195,Unibright,UBT,248007223.9163544,1.650365578269072,149999999,unibright
197,Aragon,ANT,222498896.85749063,5.845788571939539,39609523,aragon
210,Convex Finance,CVX,1409349961.9420552,33.48390315496759,42190843,convex-finance
212,BitDAO,BIT,0.0,1.9430726029128524,586278943,bitdao
216,ECOMI,OMI,1599255768.629059,0.006644415425022394,166285821196,ecomi
219,Render Token,RNDR,695928806.4647267,4.512057869596051,188107056,render-token
220,NXM,NXM,909526408.7569417,131.95097916087448,6611806,nxm
222,Rally,RLY,827189599.7011378,0.3662138546395732,2277849416,rally-2
223,Ethereum Name Service,ENS,935460819.07361,42.55337117614966,20244862,ethereum-name-service
226,Illuvium,ILV,728330162.9539423,1145.9459713184592,642892,illuvium
230,KOK,KOK,0.0,5.948554923269542,107333422,kok
234,Rocket Pool,RPL,750702664.5318063,46.35340978907273,10279742,rocket-pool
