Rank,Name,Ticker,Market cap,Price,Circulating supply,id
15,Polygon,MATIC,14661513499.044998,2.128040081958641,7081682963,matic-network
19,Uniswap,UNI,7188199474.414531,15.86968723476298,627936759,uniswap
28,Axie Infinity,AXS,6981804564.504463,102.88324216292584,60907500,axie-infinity
74,OKB,OKB,6935846428.72368,26.440854281924505,60000000,okb
26,Decentraland,MANA,4601206968.281219,3.4727388870897644,1824595435,decentraland
37,The Sandbox,SAND,4600565161.427669,5.043881421127281,913364619,the-sandbox
41,Gala,GALA,4185057652.3752537,0.5568947509538761,6977205436,gala
43,Fantom,FTM,3773725238.996291,1.4838986213874958,2545006273,fantom
50,The Graph,GRT,3312039482.7079034,0.6692110103154978,4715735200,the-graph
53,PancakeSwap,CAKE,2816401205.5458293,11.325890832199908,248887956,pancakeswap-token
59,Aave,AAVE,2420854120.094164,180.23594680589215,13433293,aave
58,Maker,MKR,2203644898.506823,2446.893698926044,988620,maker
95,Celsius,CEL,1647494191.3223162,3.89326854899708,238863520,celsius-degree-token
73,Curve DAO Token,CRV,1464967090.152228,3.736630290787346,434851014,curve-dao-token
80,Nexo,NEXO,1325554794.231332,2.36639927009918,560000011,nexo
220,ECOMI,OMI,1287682331.4930818,0.0054174902315873,166285821196,ecomi
295,e-Radix,EXRD,1122292821.2559562,0.2839281580415979,734834633,e-radix
114,SushiSwap,SUSHI,1094767026.2153752,5.70524876264014,127244443,sushi
124,Synthetix,SNX,1089379689.5569978,5.649301383803948,114841533,havven
211,Convex Finance,CVX,1081832824.162269,26.51519427429883,40703526,convex-finance
88,1inch Network,1INCH,1051330381.0232364,2.581210525211812,408644962,1inch
218,Ethereum Name Service,ENS,1026653582.8219148,47.42358806043393,20244862,ethereum-name-service
104,Livepeer,LPT,938786170.9969934,38.24270266749064,21164655,livepeer
222,NXM,NXM,936071418.6440904,135.83165783732247,6612099,nxm
91,Immutable X,IMX,924636617.9734536,4.951427407910293,188160768,immutable-x
99,Ankr,ANKR,874324418.4846777,0.1071427967761573,8162899378,ankr
224,Rally,RLY,871063396.3090577,0.3924808162245642,2185789146,rally-2
98,XDC Network,XDC,865388542.6690668,0.0728147671246009,12305012699,xdce-crowd-sale
103,Audius,AUDIO,825471204.0872079,1.622406629977263,509912301,audius
121,Gnosis,GNO,815824876.1101445,455.7612122801505,1504587,gnosis
